"dataset_name","groupKeys","id","model_name","name","noise_std","test_best_historical_mse","test_best_historical_mse_Target_Bitcoin","test_best_historical_mse_Target_Ethereum"
"exchange_rate","group-nbeats_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarkinggenericFalse","94ykuvae","nbeats","nbeats_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarkinggenericFalse_seed1355523","0","0.3479396537117345","undefined","undefined"
"etth2","group-nbeats_etth2_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking","i1cjeu51","nbeats","nbeats_etth2_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1355521","0.5","0.17490858169145007","undefined","undefined"
"exchange_rate","group-deeptime_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking","h2vckxzz","deeptime","deeptime_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1355519","0.5","0.11162528133779132","undefined","undefined"
"exchange_rate","group-nbeats_exchange_rate_in288_out96_noise_laplace_std1.0_vsparsity_benchmarkinggenericFalse","1bvnvpdg","nbeats","nbeats_exchange_rate_in288_out96_noise_laplace_std1.0_vsparsity_benchmarkinggenericFalse_seed1355522","1","0.33652013902727973","undefined","undefined"
"exchange_rate","group-nbeats_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarkinggenericFalse","pibhle3s","nbeats","nbeats_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarkinggenericFalse_seed1355522","0.5","0.1814342856760905","undefined","undefined"
"exchange_rate","group-omp_deeptime_exchange_rate_in288_out96_nonzero45_noise_laplace_std0_vsparsity_benchmarking","0dt98q3x","omp_deeptime","omp_deeptime_exchange_rate_in288_out96_nonzero45_noise_laplace_std0_vsparsity_benchmarking_seed1355525_tol1e-3","0","0.08901473503058584","undefined","undefined"
"etth2","group-omp_deeptime_etth2_in288_out96_nonzero105_noise_laplace_std0_vsparsity_benchmarking","7i15ar86","omp_deeptime","omp_deeptime_etth2_in288_out96_nonzero105_noise_laplace_std0_vsparsity_benchmarking_seed1355524_tol1e-3","0","0.1342007301121334","undefined","undefined"
"exchange_rate","group-deeptime_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarking","8clscov9","deeptime","deeptime_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1355519","0","0.08679235283714129","undefined","undefined"
"exchange_rate","group-nbeats_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarkinggenericFalse","9bic29r2","nbeats","nbeats_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarkinggenericFalse_seed1355522","0","0.3424495828761328","undefined","undefined"
"traffic","group-nbeats_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking","lz909xg8","nbeats","nbeats_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking_seed1355523","0","0.14660350095497432","undefined","undefined"
"traffic","group-deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking","pzojf8ll","deeptime","deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking_seed1355520","0","0.11608340864425395","undefined","undefined"
"etth2","group-deeptime_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking","t9n0dg4o","deeptime","deeptime_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1355518","0","0.13068870171154692","undefined","undefined"
"etth2","group-nbeats_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking","ymnkjpik","nbeats","nbeats_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1355521","0","0.14280594107053768","undefined","undefined"
